origin,dest,depart,duration,is_bus,origin_id,dest_id
630,633,4679,61,TRUE,501,502
630,634,4679,180,TRUE,501,503
630,635,4679,241,TRUE,501,504
630,636,4679,360,TRUE,501,505
630,637,4679,360,TRUE,501,506
630,638,4679,481,TRUE,501,507
630,640,4679,481,TRUE,501,508
630,641,4679,962,TRUE,501,509
631,634,4740,119,TRUE,502,503
631,635,4740,180,TRUE,502,504
631,636,4740,299,TRUE,502,505
631,637,4740,299,TRUE,502,506
631,638,4740,420,TRUE,502,507
631,640,4740,420,TRUE,502,508
631,641,4740,840,TRUE,502,509
632,635,4859,61,TRUE,503,504
632,636,4859,180,TRUE,503,505
632,637,4859,180,TRUE,503,506
632,638,4859,301,TRUE,503,507
632,640,4859,301,TRUE,503,508
632,641,4859,602,TRUE,503,509
633,636,4920,119,TRUE,504,505
633,637,4920,119,TRUE,504,506
633,638,4920,240,TRUE,504,507
633,640,4920,240,TRUE,504,508
633,641,4920,480,TRUE,504,509
634,637,5039,330,TRUE,505,506
634,638,5039,121,TRUE,505,507
634,640,5039,121,TRUE,505,508
634,641,5039,242,TRUE,505,509
635,638,5039,121,TRUE,506,507
635,640,5039,121,TRUE,506,508
635,641,5039,242,TRUE,506,509
636,640,5160,330,TRUE,507,508
636,641,5160,330,TRUE,507,509
637,642,5160,330,TRUE,508,509
639,642,3959,121,TRUE,510,511
639,643,3959,180,TRUE,510,512
639,644,3959,241,TRUE,510,513
639,645,3959,301,TRUE,510,514
639,646,3959,361,TRUE,510,515
639,647,3959,481,TRUE,510,516
639,649,3959,541,TRUE,510,517
639,650,3959,1082,TRUE,510,518
640,643,4080,59,TRUE,511,512
640,644,4080,120,TRUE,511,513
640,645,4080,180,TRUE,511,514
640,646,4080,240,TRUE,511,515
640,647,4080,360,TRUE,511,516
640,649,4080,420,TRUE,511,517
640,650,4080,840,TRUE,511,518
641,644,4139,61,TRUE,512,513
641,645,4139,121,TRUE,512,514
641,646,4139,181,TRUE,512,515
641,647,4139,301,TRUE,512,516
641,649,4139,361,TRUE,512,517
641,650,4139,722,TRUE,512,518
642,645,4200,60,TRUE,513,514
642,646,4200,120,TRUE,513,515
642,647,4200,240,TRUE,513,516
642,649,4200,300,TRUE,513,517
642,650,4200,600,TRUE,513,518
643,646,4260,60,TRUE,514,515
643,647,4260,180,TRUE,514,516
643,649,4260,240,TRUE,514,517
643,650,4260,480,TRUE,514,518
644,647,4320,120,TRUE,515,516
644,649,4320,180,TRUE,515,517
644,650,4320,360,TRUE,515,518
645,649,4440,60,TRUE,516,517
645,650,4440,120,TRUE,516,518
646,651,4500,120,TRUE,517,518
648,651,1740,60,TRUE,519,520
648,652,1740,180,TRUE,519,521
648,653,1740,239,TRUE,519,522
648,654,1740,239,TRUE,519,523
648,655,1740,300,TRUE,519,524
648,656,1740,419,TRUE,519,525
648,657,1740,480,TRUE,519,526
648,658,1740,540,TRUE,519,527
648,659,1740,660,TRUE,519,528
648,660,1740,720,TRUE,519,529
648,661,1740,840,TRUE,519,530
648,662,1740,900,TRUE,519,531
648,664,1740,1020,TRUE,519,532
648,665,1740,2040,TRUE,519,533
649,652,1800,120,TRUE,520,521
649,653,1800,179,TRUE,520,522
649,654,1800,179,TRUE,520,523
649,655,1800,240,TRUE,520,524
649,656,1800,359,TRUE,520,525
649,657,1800,420,TRUE,520,526
649,658,1800,480,TRUE,520,527
649,659,1800,600,TRUE,520,528
649,660,1800,660,TRUE,520,529
649,661,1800,780,TRUE,520,530
649,662,1800,840,TRUE,520,531
649,664,1800,960,TRUE,520,532
649,665,1800,1920,TRUE,520,533
650,653,1920,59,TRUE,521,522
650,654,1920,59,TRUE,521,523
650,655,1920,120,TRUE,521,524
650,656,1920,239,TRUE,521,525
650,657,1920,300,TRUE,521,526
650,658,1920,360,TRUE,521,527
650,659,1920,480,TRUE,521,528
650,660,1920,540,TRUE,521,529
650,661,1920,660,TRUE,521,530
650,662,1920,720,TRUE,521,531
650,664,1920,840,TRUE,521,532
650,665,1920,1680,TRUE,521,533
651,654,1979,330,TRUE,522,523
651,655,1979,61,TRUE,522,524
651,656,1979,180,TRUE,522,525
651,657,1979,241,TRUE,522,526
651,658,1979,301,TRUE,522,527
651,659,1979,421,TRUE,522,528
651,660,1979,481,TRUE,522,529
651,661,1979,601,TRUE,522,530
651,662,1979,661,TRUE,522,531
651,664,1979,781,TRUE,522,532
651,665,1979,1562,TRUE,522,533
652,655,1979,61,TRUE,523,524
652,656,1979,180,TRUE,523,525
652,657,1979,241,TRUE,523,526
652,658,1979,301,TRUE,523,527
652,659,1979,421,TRUE,523,528
652,660,1979,481,TRUE,523,529
652,661,1979,601,TRUE,523,530
652,662,1979,661,TRUE,523,531
652,664,1979,781,TRUE,523,532
652,665,1979,1562,TRUE,523,533
653,656,2040,119,TRUE,524,525
653,657,2040,180,TRUE,524,526
653,658,2040,240,TRUE,524,527
653,659,2040,360,TRUE,524,528
653,660,2040,420,TRUE,524,529
653,661,2040,540,TRUE,524,530
653,662,2040,600,TRUE,524,531
653,664,2040,720,TRUE,524,532
653,665,2040,1440,TRUE,524,533
654,657,2159,61,TRUE,525,526
654,658,2159,121,TRUE,525,527
654,659,2159,241,TRUE,525,528
654,660,2159,301,TRUE,525,529
654,661,2159,421,TRUE,525,530
654,662,2159,481,TRUE,525,531
654,664,2159,601,TRUE,525,532
654,665,2159,1202,TRUE,525,533
655,658,2220,60,TRUE,526,527
655,659,2220,180,TRUE,526,528
655,660,2220,240,TRUE,526,529
655,661,2220,360,TRUE,526,530
655,662,2220,420,TRUE,526,531
655,664,2220,540,TRUE,526,532
655,665,2220,1080,TRUE,526,533
656,659,2280,120,TRUE,527,528
656,660,2280,180,TRUE,527,529
656,661,2280,300,TRUE,527,530
656,662,2280,360,TRUE,527,531
656,664,2280,480,TRUE,527,532
656,665,2280,960,TRUE,527,533
657,660,2400,60,TRUE,528,529
657,661,2400,180,TRUE,528,530
657,662,2400,240,TRUE,528,531
657,664,2400,360,TRUE,528,532
657,665,2400,720,TRUE,528,533
658,661,2460,120,TRUE,529,530
658,662,2460,180,TRUE,529,531
658,664,2460,300,TRUE,529,532
658,665,2460,600,TRUE,529,533
659,662,2580,60,TRUE,530,531
659,664,2580,180,TRUE,530,532
659,665,2580,360,TRUE,530,533
660,664,2640,120,TRUE,531,532
660,665,2640,240,TRUE,531,533
661,666,2760,240,TRUE,532,533
663,666,-300,120,TRUE,534,535
663,667,-300,180,TRUE,534,536
663,668,-300,300,TRUE,534,537
663,669,-300,360,TRUE,534,538
663,670,-300,420,TRUE,534,539
663,671,-300,540,TRUE,534,540
663,672,-300,600,TRUE,534,541
663,673,-300,600,TRUE,534,542
663,674,-300,720,TRUE,534,543
663,675,-300,780,TRUE,534,544
663,676,-300,840,TRUE,534,545
663,678,-300,960,TRUE,534,546
663,679,-300,1920,TRUE,534,547
664,667,-180,60,TRUE,535,536
664,668,-180,180,TRUE,535,537
664,669,-180,240,TRUE,535,538
664,670,-180,300,TRUE,535,539
664,671,-180,420,TRUE,535,540
664,672,-180,480,TRUE,535,541
664,673,-180,480,TRUE,535,542
664,674,-180,600,TRUE,535,543
664,675,-180,660,TRUE,535,544
664,676,-180,720,TRUE,535,545
664,678,-180,840,TRUE,535,546
664,679,-180,1680,TRUE,535,547
665,668,-120,120,TRUE,536,537
665,669,-120,180,TRUE,536,538
665,670,-120,240,TRUE,536,539
665,671,-120,360,TRUE,536,540
665,672,-120,420,TRUE,536,541
665,673,-120,420,TRUE,536,542
665,674,-120,540,TRUE,536,543
665,675,-120,600,TRUE,536,544
665,676,-120,660,TRUE,536,545
665,678,-120,780,TRUE,536,546
665,679,-120,1560,TRUE,536,547
666,669,0,60,TRUE,537,538
666,670,0,120,TRUE,537,539
666,671,0,240,TRUE,537,540
666,672,0,300,TRUE,537,541
666,673,0,300,TRUE,537,542
666,674,0,420,TRUE,537,543
666,675,0,480,TRUE,537,544
666,676,0,540,TRUE,537,545
666,678,0,660,TRUE,537,546
666,679,0,1320,TRUE,537,547
667,670,60,60,TRUE,538,539
667,671,60,180,TRUE,538,540
667,672,60,240,TRUE,538,541
667,673,60,240,TRUE,538,542
