All relevant information about the map is below:

Total # of nodes: 32
# of robots: 16, robots_origin_location: {31: {3, 4, 6, 9, 10, 11, 14}, 32: {1, 2, 5, 7, 8, 12, 13, 15, 16}}
# of requests: 13, request_pairs: [(1, 14), (2, 15), (3, 16), (4, 17), (5, 18), (6, 19), (7, 20), (8, 21), (9, 22), (10, 23), (11, 24), (12, 25), (13, 26)]
# of depots: 2, depot nodes: [31, 32]
# of service lines: 2
# of num transfers: 4, service lines mapping: {1: [27, 28], 2: [29, 30]}
public transportation factor: 0.8
map_size: 32
outsourcing cost: 2917
robots max travel time: 934
request service time: 2
request half time window: 200
request max time: 400
depot capacity: 9
depot service time: 2
transfer capacity: 6
transfer service time: 2
request nodes time windows: {1: (0, 274), 2: (0, 278), 3: (0, 261), 4: (0, 246), 5: (0, 273), 6: (0, 263), 7: (0, 265), 8: (0, 243), 9: (0, 253), 10: (0, 244), 11: (0, 275), 12: (0, 268), 13: (0, 259), 14: (0, 320), 15: (0, 288), 16: (0, 320), 17: (10, 320), 18: (79, 320), 19: (0, 320), 20: (0, 283), 21: (0, 273), 22: (57, 320), 23: (0, 257), 24: (5, 320), 25: (0, 320), 26: (80, 320)}
transfer nodes departure time: {27: 124, 28: 155, 29: 104, 30: 128}
arcs info: --> (start node, end node): (time, cost, is public transportation arc? T/F)
   (1, 14): (13.416407864998739, 67.0820393249937, False)
   (1, 27): (10.0, 50.0, False)
   (1, 28): (36.235341863986875, 181.1767093199344, False)
   (1, 29): (18.027756377319946, 90.13878188659973, False)
   (1, 30): (32.01562118716424, 160.0781059358212, False)
   (1, 31): (29.068883707497267, 145.34441853748635, False)
   (1, 32): (12.083045973594572, 60.41522986797286, False)
   (2, 15): (4.0, 20.0, False)
   (2, 27): (15.297058540778355, 76.48529270389177, False)
   (2, 28): (22.02271554554524, 110.1135777277262, False)
   (2, 29): (16.15549442140351, 80.77747210701756, False)
   (2, 30): (17.804493814764857, 89.02246907382428, False)
   (2, 31): (19.313207915827967, 96.56603957913984, False)
   (2, 32): (14.0, 70.0, False)
   (3, 16): (28.792360097775937, 143.96180048887967, False)
   (3, 27): (33.015148038438355, 165.07574019219177, False)
   (3, 28): (2.23606797749979, 11.180339887498949, False)
   (3, 29): (28.792360097775937, 143.96180048887967, False)
   (3, 30): (2.23606797749979, 11.180339887498949, False)
   (3, 31): (19.1049731745428, 95.524865872714, False)
   (3, 32): (30.528675044947494, 152.64337522473747, False)
   (4, 17): (4.0, 20.0, False)
   (4, 27): (16.278820596099706, 81.39410298049853, False)
   (4, 28): (19.235384061671343, 96.17692030835671, False)
   (4, 29): (12.165525060596439, 60.82762530298219, False)
   (4, 30): (15.231546211727817, 76.15773105863909, False)
   (4, 31): (10.770329614269007, 53.85164807134504, False)
   (4, 32): (13.601470508735444, 68.00735254367721, False)
   (5, 18): (29.068883707497267, 145.34441853748635, False)
   (5, 27): (29.120439557122072, 145.60219778561037, False)
   (5, 28): (28.0178514522438, 140.089257261219, False)
   (5, 29): (32.7566787083184, 163.78339354159198, False)
   (5, 30): (25.079872407968907, 125.39936203984453, False)
   (5, 31): (35.22782990761707, 176.13914953808535, False)
   (5, 32): (29.154759474226502, 145.7737973711325, False)
   (6, 19): (28.231188426986208, 141.15594213493102, False)
   (6, 27): (27.16615541441225, 135.83077707206124, False)
   (6, 28): (23.08679276123039, 115.43396380615195, False)
   (6, 29): (29.546573405388315, 147.73286702694156, False)
   (6, 30): (20.024984394500787, 100.12492197250394, False)
   (6, 31): (30.610455730027933, 153.05227865013967, False)
   (6, 32): (26.68332812825267, 133.41664064126334, False)
   (7, 20): (13.892443989449804, 69.46221994724903, False)
   (7, 27): (29.832867780352597, 149.164338901763, False)
   (7, 28): (6.082762530298219, 30.413812651491096, False)
   (7, 29): (25.079872407968907, 125.39936203984453, False)
   (7, 30): (3.605551275463989, 18.027756377319946, False)
   (7, 31): (15.132745950421556, 75.66372975210778, False)
   (7, 32): (27.202941017470888, 136.01470508735443, False)
