All relevant information about the map is below:

Total # of nodes: 162
# of robots: 73, robots_origin_location: {144: {41, 11, 60, 14}, 145: {32, 49, 3, 36}, 146: {24, 58, 12, 44}, 147: {40, 64, 5, 38}, 148: {8, 2, 21, 31}, 149: {73, 69, 46}, 150: {19, 39, 30, 15}, 151: {48, 33, 34, 59}, 152: {72, 66, 27, 55}, 153: {18, 51, 28, 37}, 154: {50, 52, 13, 68}, 155: {22, 71}, 156: {9, 43, 20, 23}, 157: {17, 67, 53, 63}, 158: {16, 57, 42, 65}, 159: {25, 45, 62, 70}, 160: {10, 61, 6, 47}, 161: {56, 1, 35, 54}, 162: {26, 4, 29, 7}}
# of requests: 70, request_pairs: [(1, 71), (2, 72), (3, 73), (4, 74), (5, 75), (6, 76), (7, 77), (8, 78), (9, 79), (10, 80), (11, 81), (12, 82), (13, 83), (14, 84), (15, 85), (16, 86), (17, 87), (18, 88), (19, 89), (20, 90), (21, 91), (22, 92), (23, 93), (24, 94), (25, 95), (26, 96), (27, 97), (28, 98), (29, 99), (30, 100), (31, 101), (32, 102), (33, 103), (34, 104), (35, 105), (36, 106), (37, 107), (38, 108), (39, 109), (40, 110), (41, 111), (42, 112), (43, 113), (44, 114), (45, 115), (46, 116), (47, 117), (48, 118), (49, 119), (50, 120), (51, 121), (52, 122), (53, 123), (54, 124), (55, 125), (56, 126), (57, 127), (58, 128), (59, 129), (60, 130), (61, 131), (62, 132), (63, 133), (64, 134), (65, 135), (66, 136), (67, 137), (68, 138), (69, 139), (70, 140)]
# of depots: 19, depot nodes: [144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162]
# of service lines: 2
# of num transfers: 3, service lines mapping: {1: [141, 142], 2: [143]}
public transportation factor: 0.4
map_size: 162
outsourcing cost: 417
robots max travel time: 10
request service time: 2
request half time window: 200
request max time: 400
depot capacity: 4
depot service time: 2
transfer capacity: 6
transfer service time: 2
request nodes time windows: {1: (6, 406), 2: (163, 563), 3: (178, 578), 4: (0, 399), 5: (0, 371), 6: (104, 504), 7: (31, 431), 8: (183, 583), 9: (83, 483), 10: (81, 481), 11: (88, 488), 12: (0, 385), 13: (0, 363), 14: (100, 500), 15: (153, 553), 16: (0, 393), 17: (0, 380), 18: (0, 393), 19: (182, 582), 20: (203, 603), 21: (61, 461), 22: (203, 603), 23: (118, 518), 24: (90, 490), 25: (100, 500), 26: (200, 600), 27: (134, 534), 28: (166, 566), 29: (164, 564), 30: (155, 555), 31: (92, 492), 32: (0, 380), 33: (60, 460), 34: (0, 395), 35: (182, 582), 36: (17, 417), 37: (0, 363), 38: (0, 379), 39: (163, 563), 40: (134, 534), 41: (97, 497), 42: (10, 410), 43: (133, 533), 44: (178, 578), 45: (15, 415), 46: (5, 405), 47: (76, 476), 48: (38, 438), 49: (0, 398), 50: (0, 387), 51: (16, 416), 52: (0, 362), 53: (90, 490), 54: (10, 410), 55: (47, 447), 56: (101, 501), 57: (20, 420), 58: (5, 405), 59: (35, 435), 60: (33, 433), 61: (13, 413), 62: (55, 455), 63: (86, 486), 64: (190, 590), 65: (58, 458), 66: (22, 422), 67: (151, 551), 68: (175, 575), 69: (164, 564), 70: (61, 461), 71: (152, 552), 72: (463, 863), 73: (342, 742), 74: (283, 683), 75: (195, 595), 76: (394, 794), 77: (135, 535), 78: (580, 980), 79: (194, 594), 80: (358, 758), 81: (399, 799), 82: (170, 570), 83: (53, 453), 84: (337, 737), 85: (536, 936), 86: (130, 530), 87: (87, 487), 88: (112, 512), 89: (482, 882), 90: (550, 950), 91: (258, 658), 92: (346, 746), 93: (473, 873), 94: (435, 835), 95: (312, 712), 96: (391, 791), 97: (521, 921), 98: (504, 904), 99: (453, 853), 100: (333, 733), 101: (437, 837), 102: (147, 547), 103: (340, 740), 104: (99, 499), 105: (251, 651), 106: (297, 697), 107: (147, 547), 108: (200, 600), 109: (524, 924), 110: (380, 780), 111: (309, 709), 112: (182, 582), 113: (172, 572), 114: (574, 974), 115: (359, 759), 116: (383, 783), 117: (242, 642), 118: (279, 679), 119: (337, 737), 120: (87, 487), 121: (272, 672), 122: (260, 660), 123: (157, 557), 124: (300, 700), 125: (210, 610), 126: (165, 565), 127: (280, 680), 128: (204, 604), 129: (294, 694), 130: (240, 640), 131: (164, 564), 132: (198, 598), 133: (397, 797), 134: (529, 929), 135: (426, 826), 136: (380, 780), 137: (522, 922), 138: (291, 691), 139: (437, 837), 140: (432, 832)}
transfer nodes departure time: {141: 1022, 142: 1072, 143: 265}
arcs info: --> (start node, end node): (time, cost, is public transportation arc? T/F)
   (1, 149): (7.810249675906654, 39.05124837953327, False)
   (3, 144): (7.615773105863909, 38.07886552931954, False)
   (3, 146): (5.0, 25.0, False)
   (8, 161): (5.385164807134504, 26.92582403567252, False)
   (13, 147): (10.0, 50.0, False)
   (13, 153): (10.0, 50.0, False)
   (14, 84): (3.1622776601683795, 15.811388300841898, False)
   (16, 147): (3.1622776601683795, 15.811388300841898, False)
   (21, 149): (5.0, 25.0, False)
   (32, 144): (5.830951894845301, 29.154759474226502, False)
   (32, 146): (9.433981132056603, 47.169905660283014, False)
   (36, 146): (4.123105625617661, 20.615528128088304, False)
   (43, 147): (9.219544457292887, 46.09772228646443, False)
   (43, 153): (7.280109889280518, 36.40054944640259, False)
   (49, 148): (8.246211251235321, 41.23105625617661, False)
   (51, 149): (5.830951894845301, 29.154759474226502, False)
   (57, 157): (9.899494936611665, 49.49747468305833, False)
   (59, 156): (8.94427190999916, 44.721359549995796, False)
   (64, 148): (5.0, 25.0, False)
   (64, 151): (8.06225774829855, 40.311288741492746, False)
   (66, 144): (6.0, 30.0, False)
   (71, 158): (2, 10, False)
   (73, 147): (5.385164807134504, 26.92582403567252, False)
   (77, 152): (4.47213595499958, 22.360679774997898, False)
   (77, 156): (8.246211251235321, 41.23105625617661, False)
   (79, 152): (7.211102550927978, 36.05551275463989, False)
   (79, 156): (7.211102550927978, 36.05551275463989, False)
   (80, 160): (5.0, 25.0, False)
   (83, 161): (6.0, 30.0, False)
   (86, 158): (9.433981132056603, 47.169905660283014, False)
   (88, 144): (5.830951894845301, 29.154759474226502, False)
   (91, 147): (7.615773105863909, 38.07886552931954, False)
   (95, 158): (9.055385138137417, 45.27692569068709, False)
   (96, 148): (5.0, 25.0, False)
   (96, 151): (6.082762530298219, 30.413812651491096, False)
   (98, 153): (6.324555320336759, 31.622776601683796, False)
   (105, 156): (8.246211251235321, 41.23105625617661, False)
   (111, 146): (9.055385138137417, 45.27692569068709, False)
   (113, 146): (8.54400374531753, 42.720018726587654, False)
   (119, 155): (5.0990195135927845, 25.495097567963924, False)
   (125, 145): (8.06225774829855, 40.311288741492746, False)
   (126, 161): (9.433981132056603, 47.169905660283014, False)
   (141, 142): (47.242353878696605, 231.48753400561336, True)
   (144, 3): (7.615773105863909, 38.07886552931954, False)
   (144, 32): (5.830951894845301, 29.154759474226502, False)
   (144, 66): (6.0, 30.0, False)
   (146, 3): (5.0, 25.0, False)
   (146, 32): (9.433981132056603, 47.169905660283014, False)
   (146, 36): (4.123105625617661, 20.615528128088304, False)
   (147, 13): (10.0, 50.0, False)
   (147, 16): (3.1622776601683795, 15.811388300841898, False)
   (147, 43): (9.219544457292887, 46.09772228646443, False)
   (148, 49): (8.246211251235321, 41.23105625617661, False)
   (148, 64): (5.0, 25.0, False)
   (148, 151): (5.830951894845301, 29.154759474226502, False)
   (149, 1): (7.810249675906654, 39.05124837953327, False)
   (149, 21): (5.0, 25.0, False)
   (149, 51): (5.830951894845301, 29.154759474226502, False)
   (151, 64): (8.06225774829855, 40.311288741492746, False)
   (151, 148): (5.830951894845301, 29.154759474226502, False)
   (153, 13): (10.0, 50.0, False)
   (153, 43): (7.280109889280518, 36.40054944640259, False)
   (156, 59): (8.94427190999916, 44.721359549995796, False)
   (157, 57): (9.899494936611665, 49.49747468305833, False)
   (161, 8): (5.385164807134504, 26.92582403567252, False)
