id,long,lat,kind,node_id
135,34.782,32.075,package origin,1
130,34.773,32.064,package origin,2
154,34.768,32.071999999999996,package origin,3
173,34.781,32.07,package origin,4
178,34.782,32.09,package origin,5
80,34.77,32.071,package origin,6
291,34.785,32.08,package origin,7
92,34.783,32.092,package origin,8
123,34.79,32.073,package origin,9
190,34.769,32.063,package origin,10
216,34.771,32.063,package origin,11
282,34.789,32.083,package origin,12
119,34.788000000000004,32.073,package origin,13
23,34.77,32.078,package origin,14
285,34.786,32.095,package origin,15
57,34.766,32.056999999999995,package origin,16
117,34.789,32.080999999999996,package origin,17
35,34.77,32.063,package origin,18
67,34.792,32.086,package origin,19
270,34.772,32.07,package origin,20
224,34.771,32.063,package origin,21
277,34.764,32.069,package origin,22
188,34.789,32.071999999999996,package origin,23
204,34.782,32.086999999999996,package origin,24
280,34.787,32.07,package origin,25
95,34.788000000000004,32.082,package origin,26
253,34.766999999999996,32.076,package origin,27
299,34.773,32.063,package origin,28
267,34.77,32.06,package origin,29
238,34.765,32.058,package origin,30
66,34.771,32.073,package origin,31
15,34.78,32.092,package origin,32
260,34.768,32.071999999999996,package origin,33
9,34.779,32.091,package origin,34
248,34.784,32.080999999999996,package origin,35
144,34.787,32.084,package origin,36
197,34.783,32.088,package origin,37
257,34.779,32.089,package origin,38
132,34.775,32.075,package origin,39
55,34.777,32.083,package origin,40
36,34.791,32.085,package origin,41
272,34.791,32.078,package origin,42
217,34.769,32.077,package origin,43
6,34.778,32.079,package origin,44
94,34.784,32.08,package origin,45
192,34.774,32.078,package origin,46
182,34.782,32.088,package origin,47
129,34.787,32.092,package origin,48
20,34.775,32.069,package origin,49
28,34.775999999999996,32.067,package origin,50
158,34.791,32.08,package origin,51
47,34.779,32.088,package origin,52
256,34.766,32.071999999999996,package origin,53
21,34.787,32.086999999999996,package origin,54
116,34.778,32.083,package origin,55
128,34.781,32.067,package origin,56
255,34.788000000000004,32.077,package origin,57
284,34.77,32.055,package origin,58
32,34.789,32.08,package origin,59
40,34.772,32.078,package origin,60
160,34.786,32.069,package origin,61
264,34.787,32.085,package origin,62
10,34.781,32.094,package origin,63
50,34.773,32.068000000000005,package origin,64
287,34.773,32.063,package origin,65
186,34.789,32.08,package origin,66
