id,long,lat,kind,node_id
235,34.777,32.084,package origin,1
188,34.789,32.071999999999996,package origin,2
299,34.773,32.063,package origin,3
221,34.779,32.063,package origin,4
84,34.782,32.095,package origin,5
40,34.772,32.078,package origin,6
146,34.778,32.089,package origin,7
265,34.773,32.064,package origin,8
81,34.778,32.078,package origin,9
36,34.791,32.085,package origin,10
223,34.77,32.064,package origin,11
43,34.781,32.083,package origin,12
102,34.785,32.07,package origin,13
187,34.771,32.067,package origin,14
179,34.785,32.094,package origin,15
95,34.788000000000004,32.082,package origin,16
298,34.781,32.056999999999995,package origin,17
136,34.784,32.091,package origin,18
73,34.793,32.085,package origin,19
77,34.782,32.093,package origin,20
266,34.768,32.055,package origin,21
3,34.779,32.074,package origin,22
268,34.78,32.089,package origin,23
238,34.765,32.058,package origin,24
189,34.789,32.088,package origin,25
101,34.777,32.068000000000005,package origin,26
82,34.779,32.095,package origin,27
50,34.773,32.068000000000005,package origin,28
167,34.784,32.091,package origin,29
126,34.784,32.093,package origin,30
169,34.773,32.069,package origin,31
267,34.77,32.06,package origin,32
10,34.781,32.094,package origin,33
28,34.775999999999996,32.067,package origin,34
208,34.778,32.066,package origin,35
222,34.777,32.063,package origin,36
213,34.788000000000004,32.08,package origin,37
233,34.774,32.078,package origin,38
271,34.789,32.083,package origin,39
178,34.782,32.09,package origin,40
295,34.777,32.065,package origin,41
29,34.783,32.083,package origin,42
150,34.782,32.088,package origin,43
253,34.766999999999996,32.076,package origin,44
229,34.779,32.069,package origin,45
0,34.782,32.056,package origin,46
128,34.781,32.067,package origin,47
130,34.773,32.064,package origin,48
26,34.79,32.095,package origin,49
154,34.768,32.071999999999996,package origin,50
59,34.778,32.071,package origin,51
293,34.774,32.068000000000005,package origin,52
137,34.773,32.069,package origin,53
120,34.789,32.088,package origin,54
274,34.766999999999996,32.056999999999995,package origin,55
9,34.779,32.091,package origin,56
216,34.771,32.063,package origin,57
219,34.779,32.085,package origin,58
63,34.779,32.09,package origin,59
69,34.793,32.086,package origin,60
149,34.769,32.056,package origin,61
74,34.783,32.069,package origin,62
114,34.78,32.092,package origin,63
65,34.775,32.076,package origin,64
232,34.782,32.078,package origin,65
224,34.771,32.063,package origin,66
79,34.779,32.067,package origin,67
194,34.77,32.064,package origin,68
98,34.777,32.076,package origin,69
248,34.784,32.080999999999996,package origin,70
21,34.787,32.086999999999996,package origin,71
205,34.77,32.056999999999995,package origin,72
105,34.781,32.092,package origin,73
78,34.792,32.09,package origin,74
246,34.785,32.089,package origin,75
117,34.789,32.080999999999996,package origin,76
202,34.775,32.094,package origin,77
6,34.778,32.079,package origin,78
214,34.782,32.071,package origin,79
5,34.791,32.092,package origin,80
162,34.774,32.096,package origin,81
286,34.774,32.082,package origin,82
83,34.78,32.092,package origin,83
54,34.773,32.082,package origin,84
18,34.785,32.071999999999996,package origin,85
143,34.777,32.076,package origin,86
16,34.769,32.056,package origin,87
20,34.775,32.069,package origin,88
118,34.782,32.06,package origin,89
11,34.772,32.088,package origin,90
90,34.782,32.056,package origin,91
255,34.788000000000004,32.077,package origin,92
159,34.775,32.096,package origin,93
161,34.773,32.063,package origin,94
247,34.766,32.055,package origin,95
280,34.787,32.07,package origin,96
47,34.779,32.088,package origin,97
269,34.782,32.06,package origin,98
31,34.778,32.094,package origin,99
23,34.77,32.078,package origin,100
291,34.785,32.08,package origin,101
48,34.775999999999996,32.089,package origin,102
49,34.771,32.055,package origin,103
45,34.787,32.089,package origin,104
239,34.773,32.095,package origin,105
92,34.783,32.092,package origin,106
96,34.786,32.086999999999996,package origin,107
281,34.789,32.084,package origin,108
30,34.774,32.09,package origin,109
204,34.782,32.086999999999996,package origin,110
131,34.771,32.067,package origin,111
41,34.773,32.056999999999995,package origin,112
80,34.77,32.071,package origin,113
173,34.781,32.07,package origin,114
182,34.782,32.088,package origin,115
261,34.774,32.082,package origin,116
270,34.772,32.07,package origin,117
181,34.782,32.076,package origin,118
153,34.769,32.063,package origin,119
207,34.786,32.069,package origin,120
196,34.766999999999996,32.071999999999996,package origin,121
37,34.78,32.089,package origin,122
228,34.768,32.056,package origin,123
259,34.788000000000004,32.091,package origin,124
237,34.771,32.059,package origin,125
51,34.781,32.076,package origin,126
184,34.774,32.056,package origin,127
106,34.772,32.055,package origin,128
25,34.779,32.074,package origin,129
94,34.784,32.08,package origin,130
122,34.766999999999996,32.056999999999995,package origin,131
17,34.781,32.084,package origin,132
97,34.789,32.077,package origin,133
199,34.775,32.091,package origin,134
250,34.781,32.082,package origin,135
13,34.769,32.056,package origin,136
215,34.787,32.07,package origin,137
292,34.789,32.071999999999996,package origin,138
127,34.787,32.071,package origin,139
75,34.772,32.077,package origin,140
190,34.769,32.063,package origin,141
110,34.782,32.08,package origin,142
287,34.773,32.063,package origin,143
60,34.772,32.071999999999996,package origin,144
180,34.774,32.091,package origin,145
163,34.772,32.062,package origin,146
56,34.773,32.089,package origin,147
55,34.777,32.083,package origin,148
290,34.782,32.073,package origin,149
294,34.772,32.065,package origin,150
278,34.775,32.09,package origin,151
197,34.783,32.088,package origin,152
58,34.791,32.083,package origin,153
225,34.778,32.093,package origin,154
231,34.777,32.069,package origin,155
201,34.789,32.071999999999996,package origin,156
100,34.789,32.078,package origin,157
209,34.784,32.073,package origin,158
203,34.789,32.071999999999996,package origin,159
89,34.79,32.08,package origin,160
129,34.787,32.092,package origin,161
70,34.788000000000004,32.091,package origin,162
14,34.774,32.088,package origin,163
174,34.795,32.086,package origin,164
171,34.775999999999996,32.095,package origin,165
76,34.775999999999996,32.091,package origin,166
32,34.789,32.08,package origin,167
108,34.786,32.082,package origin,168
249,34.794000000000004,32.095,package origin,169
272,34.791,32.078,package origin,170
198,34.795,32.086,package origin,171
236,34.787,32.071,package origin,172
297,34.775,32.083,package origin,173
27,34.77,32.055,package origin,174
86,34.78,32.064,package origin,175
218,34.775999999999996,32.089,package origin,176
99,34.771,32.078,package origin,177
254,34.791,32.079,package origin,178
282,34.789,32.083,package origin,179
8,34.775999999999996,32.069,package origin,180
4,34.781,32.071,package origin,181
15,34.78,32.092,package origin,182
195,34.774,32.084,package origin,183
24,34.773,32.059,package origin,184
157,34.786,32.088,package origin,185
93,34.787,32.092,package origin,186
46,34.771,32.084,package origin,187
88,34.78,32.094,package origin,188
121,34.775,32.089,package origin,189
113,34.772,32.069,package origin,190
104,34.769,32.056999999999995,package origin,191
285,34.786,32.095,package origin,192
245,34.773,32.063,package origin,193
210,34.775,32.059,package origin,194
185,34.77,32.064,package origin,195
142,34.772,32.056,package origin,196
91,34.772,32.064,package origin,197
2,34.789,32.088,package origin,198
170,34.772,32.094,package origin,199
158,34.791,32.08,package origin,200
186,34.789,32.08,package origin,201
166,34.772,32.084,package origin,202
42,34.792,32.096,package origin,203
284,34.77,32.055,package origin,204
212,34.782,32.071999999999996,package origin,205
260,34.768,32.071999999999996,package origin,206
273,34.787,32.073,package origin,207
112,34.775999999999996,32.073,package origin,208
262,34.787,32.069,package origin,209
175,34.793,32.079,package origin,210
276,34.768,32.076,package origin,211
164,34.768,32.07,package origin,212
44,34.774,32.09,package origin,213
165,34.787,32.091,package origin,214
191,34.769,32.055,package origin,215
151,34.786,32.08,package origin,216
156,34.771,32.080999999999996,package origin,217
263,34.78,32.071999999999996,package origin,218
103,34.782,32.071,package origin,219
168,34.782,32.071,package origin,220
34,34.771,32.08,package origin,221
138,34.78,32.08,package origin,222
19,34.779,32.09,package origin,223
68,34.778,32.093,package origin,224
145,34.772,32.07,package origin,225
116,34.778,32.083,package origin,226
7,34.77,32.069,package origin,227
289,34.774,32.069,package origin,228
61,34.775,32.083,package origin,229
33,34.775,32.079,package origin,230
141,34.769,32.07,package origin,231
183,34.773,32.063,package origin,232
234,34.784,32.076,package origin,233
148,34.777,32.069,package origin,234
22,34.775,32.069,package origin,235
119,34.788000000000004,32.073,package origin,236
52,34.789,32.095,package origin,237
152,34.777,32.055,package origin,238
200,34.775,32.075,package origin,239
220,34.775999999999996,32.095,package origin,240
109,34.779,32.074,package origin,241
256,34.766,32.071999999999996,package origin,242
124,34.771,32.059,package origin,243
211,34.787,32.071999999999996,package origin,244
226,34.78,32.064,package origin,245
125,34.768,32.056999999999995,package origin,246
242,34.777,32.073,package origin,247
288,34.783,32.071999999999996,package origin,248
230,34.78,32.079,package origin,249
147,34.773,32.056999999999995,package origin,250
300,34.773,32.07,package destination,251
302,34.779,32.091,package destination,252
303,34.789,32.082,package destination,253
304,34.79,32.08,package destination,254
305,34.769,32.082,package destination,255
306,34.775,32.095,package destination,256
307,34.782,32.068000000000005,package destination,257
308,34.785,32.093,package destination,258
309,34.784,32.071999999999996,package destination,259
310,34.771,32.055,package destination,260
311,34.785,32.088,package destination,261
313,34.784,32.086,package destination,262
314,34.782,32.06,package destination,263
315,34.77,32.062,package destination,264
316,34.784,32.086999999999996,package destination,265
317,34.779,32.063,package destination,266
318,34.77,32.084,package destination,267
319,34.77,32.063,package destination,268
320,34.784,32.069,package destination,269
321,34.771,32.061,package destination,270
322,34.781,32.079,package destination,271
323,34.78,32.062,package destination,272
324,34.782,32.092,package destination,273
325,34.789,32.082,package destination,274
326,34.785,32.074,package destination,275
327,34.783,32.07,package destination,276
328,34.79,32.08,package destination,277
329,34.78,32.064,package destination,278
330,34.769,32.065,package destination,279
331,34.789,32.078,package destination,280
332,34.787,32.073,package destination,281
333,34.786,32.086999999999996,package destination,282
334,34.782,32.06,package destination,283
