origin,dest,depart,duration,is_bus,origin_id,dest_id
630,633,4679,61,TRUE,301,302
630,634,4679,180,TRUE,301,303
630,635,4679,241,TRUE,301,304
630,636,4679,360,TRUE,301,305
630,637,4679,360,TRUE,301,306
630,638,4679,481,TRUE,301,307
630,640,4679,481,TRUE,301,308
630,641,4679,962,TRUE,301,309
631,634,4740,119,TRUE,302,303
631,635,4740,180,TRUE,302,304
631,636,4740,299,TRUE,302,305
631,637,4740,299,TRUE,302,306
631,638,4740,420,TRUE,302,307
631,640,4740,420,TRUE,302,308
631,641,4740,840,TRUE,302,309
632,635,4859,61,TRUE,303,304
632,636,4859,180,TRUE,303,305
632,637,4859,180,TRUE,303,306
632,638,4859,301,TRUE,303,307
632,640,4859,301,TRUE,303,308
632,641,4859,602,TRUE,303,309
633,636,4920,119,TRUE,304,305
633,637,4920,119,TRUE,304,306
633,638,4920,240,TRUE,304,307
633,640,4920,240,TRUE,304,308
633,641,4920,480,TRUE,304,309
634,637,5039,330,TRUE,305,306
634,638,5039,121,TRUE,305,307
634,640,5039,121,TRUE,305,308
634,641,5039,242,TRUE,305,309
635,638,5039,121,TRUE,306,307
635,640,5039,121,TRUE,306,308
635,641,5039,242,TRUE,306,309
636,640,5160,330,TRUE,307,308
636,641,5160,330,TRUE,307,309
637,642,5160,330,TRUE,308,309
639,642,3959,121,TRUE,310,311
639,643,3959,180,TRUE,310,312
639,644,3959,241,TRUE,310,313
639,645,3959,301,TRUE,310,314
639,646,3959,361,TRUE,310,315
639,647,3959,481,TRUE,310,316
639,649,3959,541,TRUE,310,317
639,650,3959,1082,TRUE,310,318
640,643,4080,59,TRUE,311,312
640,644,4080,120,TRUE,311,313
640,645,4080,180,TRUE,311,314
640,646,4080,240,TRUE,311,315
640,647,4080,360,TRUE,311,316
640,649,4080,420,TRUE,311,317
640,650,4080,840,TRUE,311,318
641,644,4139,61,TRUE,312,313
641,645,4139,121,TRUE,312,314
641,646,4139,181,TRUE,312,315
641,647,4139,301,TRUE,312,316
641,649,4139,361,TRUE,312,317
641,650,4139,722,TRUE,312,318
642,645,4200,60,TRUE,313,314
642,646,4200,120,TRUE,313,315
642,647,4200,240,TRUE,313,316
642,649,4200,300,TRUE,313,317
642,650,4200,600,TRUE,313,318
643,646,4260,60,TRUE,314,315
643,647,4260,180,TRUE,314,316
643,649,4260,240,TRUE,314,317
643,650,4260,480,TRUE,314,318
644,647,4320,120,TRUE,315,316
644,649,4320,180,TRUE,315,317
644,650,4320,360,TRUE,315,318
645,649,4440,60,TRUE,316,317
645,650,4440,120,TRUE,316,318
646,651,4500,120,TRUE,317,318
648,651,1740,60,TRUE,319,320
648,652,1740,180,TRUE,319,321
648,653,1740,239,TRUE,319,322
648,654,1740,239,TRUE,319,323
648,655,1740,300,TRUE,319,324
648,656,1740,419,TRUE,319,325
648,657,1740,480,TRUE,319,326
648,658,1740,540,TRUE,319,327
648,659,1740,660,TRUE,319,328
648,660,1740,720,TRUE,319,329
648,661,1740,840,TRUE,319,330
648,662,1740,900,TRUE,319,331
648,664,1740,1020,TRUE,319,332
648,665,1740,2040,TRUE,319,333
649,652,1800,120,TRUE,320,321
649,653,1800,179,TRUE,320,322
649,654,1800,179,TRUE,320,323
649,655,1800,240,TRUE,320,324
649,656,1800,359,TRUE,320,325
649,657,1800,420,TRUE,320,326
649,658,1800,480,TRUE,320,327
649,659,1800,600,TRUE,320,328
649,660,1800,660,TRUE,320,329
649,661,1800,780,TRUE,320,330
649,662,1800,840,TRUE,320,331
649,664,1800,960,TRUE,320,332
649,665,1800,1920,TRUE,320,333
650,653,1920,59,TRUE,321,322
650,654,1920,59,TRUE,321,323
650,655,1920,120,TRUE,321,324
650,656,1920,239,TRUE,321,325
650,657,1920,300,TRUE,321,326
650,658,1920,360,TRUE,321,327
650,659,1920,480,TRUE,321,328
650,660,1920,540,TRUE,321,329
650,661,1920,660,TRUE,321,330
650,662,1920,720,TRUE,321,331
650,664,1920,840,TRUE,321,332
650,665,1920,1680,TRUE,321,333
651,654,1979,330,TRUE,322,323
651,655,1979,61,TRUE,322,324
651,656,1979,180,TRUE,322,325
651,657,1979,241,TRUE,322,326
651,658,1979,301,TRUE,322,327
651,659,1979,421,TRUE,322,328
651,660,1979,481,TRUE,322,329
651,661,1979,601,TRUE,322,330
651,662,1979,661,TRUE,322,331
651,664,1979,781,TRUE,322,332
651,665,1979,1562,TRUE,322,333
652,655,1979,61,TRUE,323,324
652,656,1979,180,TRUE,323,325
652,657,1979,241,TRUE,323,326
652,658,1979,301,TRUE,323,327
652,659,1979,421,TRUE,323,328
652,660,1979,481,TRUE,323,329
652,661,1979,601,TRUE,323,330
652,662,1979,661,TRUE,323,331
652,664,1979,781,TRUE,323,332
652,665,1979,1562,TRUE,323,333
653,656,2040,119,TRUE,324,325
653,657,2040,180,TRUE,324,326
653,658,2040,240,TRUE,324,327
653,659,2040,360,TRUE,324,328
653,660,2040,420,TRUE,324,329
653,661,2040,540,TRUE,324,330
653,662,2040,600,TRUE,324,331
653,664,2040,720,TRUE,324,332
653,665,2040,1440,TRUE,324,333
654,657,2159,61,TRUE,325,326
654,658,2159,121,TRUE,325,327
654,659,2159,241,TRUE,325,328
654,660,2159,301,TRUE,325,329
654,661,2159,421,TRUE,325,330
654,662,2159,481,TRUE,325,331
654,664,2159,601,TRUE,325,332
654,665,2159,1202,TRUE,325,333
655,658,2220,60,TRUE,326,327
655,659,2220,180,TRUE,326,328
655,660,2220,240,TRUE,326,329
655,661,2220,360,TRUE,326,330
655,662,2220,420,TRUE,326,331
655,664,2220,540,TRUE,326,332
655,665,2220,1080,TRUE,326,333
656,659,2280,120,TRUE,327,328
656,660,2280,180,TRUE,327,329
656,661,2280,300,TRUE,327,330
656,662,2280,360,TRUE,327,331
656,664,2280,480,TRUE,327,332
656,665,2280,960,TRUE,327,333
657,660,2400,60,TRUE,328,329
657,661,2400,180,TRUE,328,330
657,662,2400,240,TRUE,328,331
657,664,2400,360,TRUE,328,332
657,665,2400,720,TRUE,328,333
658,661,2460,120,TRUE,329,330
658,662,2460,180,TRUE,329,331
658,664,2460,300,TRUE,329,332
658,665,2460,600,TRUE,329,333
659,662,2580,60,TRUE,330,331
659,664,2580,180,TRUE,330,332
659,665,2580,360,TRUE,330,333
660,664,2640,120,TRUE,331,332
660,665,2640,240,TRUE,331,333
661,666,2760,240,TRUE,332,333
663,666,-300,120,TRUE,334,335
663,667,-300,180,TRUE,334,336
663,668,-300,300,TRUE,334,337
663,669,-300,360,TRUE,334,338
663,670,-300,420,TRUE,334,339
663,671,-300,540,TRUE,334,340
663,672,-300,600,TRUE,334,341
663,673,-300,600,TRUE,334,342
663,674,-300,720,TRUE,334,343
663,675,-300,780,TRUE,334,344
663,676,-300,840,TRUE,334,345
663,678,-300,960,TRUE,334,346
663,679,-300,1920,TRUE,334,347
664,667,-180,60,TRUE,335,336
664,668,-180,180,TRUE,335,337
664,669,-180,240,TRUE,335,338
664,670,-180,300,TRUE,335,339
664,671,-180,420,TRUE,335,340
664,672,-180,480,TRUE,335,341
664,673,-180,480,TRUE,335,342
664,674,-180,600,TRUE,335,343
664,675,-180,660,TRUE,335,344
664,676,-180,720,TRUE,335,345
664,678,-180,840,TRUE,335,346
664,679,-180,1680,TRUE,335,347
665,668,-120,120,TRUE,336,337
665,669,-120,180,TRUE,336,338
665,670,-120,240,TRUE,336,339
665,671,-120,360,TRUE,336,340
665,672,-120,420,TRUE,336,341
665,673,-120,420,TRUE,336,342
665,674,-120,540,TRUE,336,343
665,675,-120,600,TRUE,336,344
665,676,-120,660,TRUE,336,345
665,678,-120,780,TRUE,336,346
665,679,-120,1560,TRUE,336,347
666,669,0,60,TRUE,337,338
666,670,0,120,TRUE,337,339
666,671,0,240,TRUE,337,340
666,672,0,300,TRUE,337,341
666,673,0,300,TRUE,337,342
666,674,0,420,TRUE,337,343
666,675,0,480,TRUE,337,344
666,676,0,540,TRUE,337,345
666,678,0,660,TRUE,337,346
666,679,0,1320,TRUE,337,347
667,670,60,60,TRUE,338,339
667,671,60,180,TRUE,338,340
667,672,60,240,TRUE,338,341
667,673,60,240,TRUE,338,342
667,674,60,360,TRUE,338,343
667,675,60,420,TRUE,338,344
667,676,60,480,TRUE,338,345
667,678,60,600,TRUE,338,346
667,679,60,1200,TRUE,338,347
668,671,120,120,TRUE,339,340
668,672,120,180,TRUE,339,341
668,673,120,180,TRUE,339,342
668,674,120,300,TRUE,339,343
668,675,120,360,TRUE,339,344
668,676,120,420,TRUE,339,345
668,678,120,540,TRUE,339,346
668,679,120,1080,TRUE,339,347
669,672,240,60,TRUE,340,341
669,673,240,60,TRUE,340,342
669,674,240,180,TRUE,340,343
669,675,240,240,TRUE,340,344
669,676,240,300,TRUE,340,345
669,678,240,420,TRUE,340,346
669,679,240,840,TRUE,340,347
670,673,300,330,TRUE,341,342
670,674,300,120,TRUE,341,343
670,675,300,180,TRUE,341,344
