id,long,lat,kind,node_id
188,34.789,32.071999999999996,package origin,1
244,34.775999999999996,32.09,package origin,2
95,34.788000000000004,32.082,package origin,3
226,34.78,32.064,package origin,4
143,34.777,32.076,package origin,5
175,34.793,32.079,package origin,6
280,34.787,32.07,package origin,7
298,34.781,32.056999999999995,package origin,8
99,34.771,32.078,package origin,9
51,34.781,32.076,package origin,10
239,34.773,32.095,package origin,11
102,34.785,32.07,package origin,12
147,34.773,32.056999999999995,package origin,13
100,34.789,32.078,package origin,14
230,34.78,32.079,package origin,15
15,34.78,32.092,package origin,16
283,34.769,32.058,package origin,17
83,34.78,32.092,package origin,18
219,34.779,32.085,package origin,19
130,34.773,32.064,package origin,20
154,34.768,32.071999999999996,package origin,21
68,34.778,32.093,package origin,22
123,34.79,32.073,package origin,23
49,34.771,32.055,package origin,24
172,34.769,32.086999999999996,package origin,25
221,34.779,32.063,package origin,26
91,34.772,32.064,package origin,27
291,34.785,32.08,package origin,28
206,34.779,32.071,package origin,29
156,34.771,32.080999999999996,package origin,30
157,34.786,32.088,package origin,31
232,34.782,32.078,package origin,32
278,34.775,32.09,package origin,33
78,34.792,32.09,package origin,34
115,34.766999999999996,32.056,package origin,35
72,34.775,32.077,package origin,36
111,34.766,32.07,package origin,37
254,34.791,32.079,package origin,38
9,34.779,32.091,package origin,39
166,34.772,32.084,package origin,40
187,34.771,32.067,package origin,41
19,34.779,32.09,package origin,42
209,34.784,32.073,package origin,43
267,34.77,32.06,package origin,44
194,34.77,32.064,package origin,45
215,34.787,32.07,package origin,46
177,34.77,32.062,package origin,47
171,34.775999999999996,32.095,package origin,48
158,34.791,32.08,package origin,49
170,34.772,32.094,package origin,50
124,34.771,32.059,package origin,51
217,34.769,32.077,package origin,52
141,34.769,32.07,package origin,53
32,34.789,32.08,package origin,54
128,34.781,32.067,package origin,55
77,34.782,32.093,package origin,56
269,34.782,32.06,package origin,57
136,34.784,32.091,package origin,58
199,34.775,32.091,package origin,59
250,34.781,32.082,package origin,60
145,34.772,32.07,package origin,61
47,34.779,32.088,package origin,62
48,34.775999999999996,32.089,package origin,63
162,34.774,32.096,package origin,64
265,34.773,32.064,package origin,65
238,34.765,32.058,package origin,66
25,34.779,32.074,package origin,67
292,34.789,32.071999999999996,package origin,68
227,34.769,32.080999999999996,package origin,69
148,34.777,32.069,package origin,70
38,34.768,32.056,package origin,71
105,34.781,32.092,package origin,72
151,34.786,32.08,package origin,73
79,34.779,32.067,package origin,74
184,34.774,32.056,package origin,75
74,34.783,32.069,package origin,76
122,34.766999999999996,32.056999999999995,package origin,77
270,34.772,32.07,package origin,78
229,34.779,32.069,package origin,79
260,34.768,32.071999999999996,package origin,80
164,34.768,32.07,package origin,81
271,34.789,32.083,package origin,82
30,34.774,32.09,package origin,83
1,34.768,32.055,package origin,84
64,34.779,32.095,package origin,85
129,34.787,32.092,package origin,86
243,34.782,32.071,package origin,87
57,34.766,32.056999999999995,package origin,88
81,34.778,32.078,package origin,89
179,34.785,32.094,package origin,90
235,34.777,32.084,package origin,91
112,34.775999999999996,32.073,package origin,92
159,34.775,32.096,package origin,93
28,34.775999999999996,32.067,package origin,94
12,34.782,32.056999999999995,package origin,95
37,34.78,32.089,package origin,96
252,34.775,32.075,package origin,97
90,34.782,32.056,package origin,98
264,34.787,32.085,package origin,99
119,34.788000000000004,32.073,package origin,100
104,34.769,32.056999999999995,package origin,101
228,34.768,32.056,package origin,102
69,34.793,32.086,package origin,103
173,34.781,32.07,package origin,104
93,34.787,32.092,package origin,105
196,34.766999999999996,32.071999999999996,package origin,106
207,34.786,32.069,package origin,107
160,34.786,32.069,package origin,108
144,34.787,32.084,package origin,109
35,34.77,32.063,package origin,110
152,34.777,32.055,package origin,111
202,34.775,32.094,package origin,112
237,34.771,32.059,package origin,113
82,34.779,32.095,package origin,114
53,34.766999999999996,32.056,package origin,115
272,34.791,32.078,package origin,116
266,34.768,32.055,package origin,117
41,34.773,32.056999999999995,package origin,118
195,34.774,32.084,package origin,119
149,34.769,32.056,package origin,120
54,34.773,32.082,package origin,121
110,34.782,32.08,package origin,122
205,34.77,32.056999999999995,package origin,123
193,34.775,32.093,package origin,124
108,34.786,32.082,package origin,125
60,34.772,32.071999999999996,package origin,126
44,34.774,32.09,package origin,127
113,34.772,32.069,package origin,128
279,34.789,32.071999999999996,package origin,129
98,34.777,32.076,package origin,130
66,34.771,32.073,package origin,131
26,34.79,32.095,package origin,132
29,34.783,32.083,package origin,133
27,34.77,32.055,package origin,134
181,34.782,32.076,package origin,135
299,34.773,32.063,package origin,136
208,34.778,32.066,package origin,137
20,34.775,32.069,package origin,138
296,34.789,32.071999999999996,package origin,139
273,34.787,32.073,package origin,140
86,34.78,32.064,package origin,141
204,34.782,32.086999999999996,package origin,142
11,34.772,32.088,package origin,143
4,34.781,32.071,package origin,144
275,34.769,32.082,package origin,145
197,34.783,32.088,package origin,146
295,34.777,32.065,package origin,147
212,34.782,32.071999999999996,package origin,148
101,34.777,32.068000000000005,package origin,149
133,34.78,32.066,package origin,150
301,34.788000000000004,32.077,package destination,151
304,34.79,32.08,package destination,152
309,34.784,32.071999999999996,package destination,153
311,34.785,32.088,package destination,154
312,34.786,32.092,package destination,155
315,34.77,32.062,package destination,156
319,34.77,32.063,package destination,157
320,34.784,32.069,package destination,158
325,34.789,32.082,package destination,159
326,34.785,32.074,package destination,160
327,34.783,32.07,package destination,161
328,34.79,32.08,package destination,162
329,34.78,32.064,package destination,163
330,34.769,32.065,package destination,164
332,34.787,32.073,package destination,165
335,34.773,32.075,package destination,166
337,34.791,32.08,package destination,167
338,34.772,32.077,package destination,168
